subplot,tag,species,dbh_cm,dbh.class,health_s,canopy,bands_in,date,DOY,week,notes,lai_dist
C03W,1164,POGR,39.4,38-43,L,OD,0.17,6/25/2019,176,9,,
C03W,1164,POGR,39.4,38-43,L,OD,0.2,7/2/2019,183,10,,
C03W,1164,POGR,39.4,38-43,L,OD,0.26,7/9/2019,190,11,,
C03W,1164,POGR,39.4,38-43,L,OD,0.32,7/16/2019,197,12,,
C03W,1164,POGR,39.4,38-43,L,OD,0.37,7/23/2019,204,13,,
C03W,1164,POGR,39.4,38-43,L,OD,0.42,7/30/2019,211,14,,
C03W,1164,POGR,39.4,38-43,L,OD,0.46,8/7/2019,219,15,,
C03W,1164,POGR,39.4,38-43,L,OD,0.48,8/13/2019,225,16,,
C03W,1164,POGR,39.4,38-43,L,OD,0.52,11/11/2019,315,17,,
C03W,1167,ACRU,11,44421,L,OS,0.03,11/2/2018,306,1,,
C03W,1167,ACRU,11,44421,L,OS,0.03,4/9/2019,99,2,,no
C03W,1167,ACRU,11,44421,L,OS,0.03,5/16/2019,136,3,,no
C03W,1167,ACRU,11,44421,L,OS,0.03,5/22/2019,142,4,,no
C03W,1167,ACRU,11,44421,L,OS,0.03,5/31/2019,151,5,,no
C03W,1167,ACRU,11,44421,L,OS,0.03,6/4/2019,155,6,,yes
C03W,1167,ACRU,11,44421,L,OS,0.04,6/10/2019,161,7,,
C03W,1167,ACRU,11,44421,L,OS,0.05,6/17/2019,168,8,,
C03W,1167,ACRU,11,44421,L,OS,0.08,6/25/2019,176,9,,
C03W,1167,ACRU,11,44421,L,OS,0.14,7/2/2019,183,10,,
C03W,1167,ACRU,11,44421,L,OS,0.16,7/9/2019,190,11,,
C03W,1167,ACRU,11,44421,L,OS,0.21,7/16/2019,197,12,,
C03W,1167,ACRU,11,44421,L,OS,0.24,7/23/2019,204,13,,
C03W,1167,ACRU,11,44421,L,OS,0.28,7/30/2019,211,14,,
C03W,1167,ACRU,11,44421,L,OS,0.32,8/7/2019,219,15,,
C03W,1167,ACRU,11,44421,L,OS,0.33,8/13/2019,225,16,,
C03W,1167,ACRU,11,44421,L,OS,0.39,11/11/2019,315,17,,
C03W,1172,PIST,24.6,23-28,L,OS,0.15,11/2/2018,306,1,,
C03W,1172,PIST,24.6,23-28,L,OS,0.14,4/9/2019,99,2,,no
C03W,1172,PIST,24.6,23-28,L,OS,0.14,5/16/2019,136,3,,no
C03W,1172,PIST,24.6,23-28,L,OS,0.14,5/22/2019,142,4,,no
C03W,1172,PIST,24.6,23-28,L,OS,0.14,5/31/2019,151,5,,no
C03W,1172,PIST,24.6,23-28,L,OS,0.14,6/4/2019,155,6,,yes
C03W,1172,PIST,24.6,23-28,L,OS,0.14,6/10/2019,161,7,,
C03W,1172,PIST,24.6,23-28,L,OS,0.14,6/17/2019,168,8,,
C03W,1172,PIST,24.6,23-28,L,OS,0.14,6/25/2019,176,9,,
C03W,1172,PIST,24.6,23-28,L,OS,0.14,7/2/2019,183,10,,
C03W,1172,PIST,24.6,23-28,L,OS,0.14,7/9/2019,190,11,,
C03W,1172,PIST,24.6,23-28,L,OS,0.13,7/16/2019,197,12,,
C03W,1172,PIST,24.6,23-28,L,OS,0.13,7/23/2019,204,13,,
C03W,1172,PIST,24.6,23-28,L,OS,0.13,7/30/2019,211,14,,
C03W,1172,PIST,24.6,23-28,L,OS,0.13,8/7/2019,219,15,,
C03W,1172,PIST,24.6,23-28,L,OS,0.13,8/13/2019,225,16,,
C03W,1172,PIST,24.6,23-28,L,OS,0.13,11/11/2019,315,17,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.1,11/2/2018,306,1,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.05,4/9/2019,99,2,,no
C03W,1177,PIRE,36.8,33-38,L,OD,0.05,5/16/2019,136,3,,no
C03W,1177,PIRE,36.8,33-38,L,OD,0.05,5/22/2019,142,4,,no
C03W,1177,PIRE,36.8,33-38,L,OD,0.05,5/31/2019,151,5,,no
C03W,1177,PIRE,36.8,33-38,L,OD,0.05,6/4/2019,155,6,,yes
C03W,1177,PIRE,36.8,33-38,L,OD,0.06,6/10/2019,161,7,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.08,6/17/2019,168,8,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.09,6/25/2019,176,9,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.09,7/2/2019,183,10,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.09,7/9/2019,190,11,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.11,7/16/2019,197,12,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.12,7/23/2019,204,13,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.13,7/30/2019,211,14,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.13,8/7/2019,219,15,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.13,8/13/2019,225,16,,
C03W,1177,PIRE,36.8,33-38,L,OD,0.2,11/11/2019,315,17,,
C03W,1178,PIST,18.8,18-23,L,OS,0.06,11/2/2018,306,1,,
C03W,1178,PIST,18.8,18-23,L,OS,0.06,4/9/2019,99,2,,no
C03W,1178,PIST,18.8,18-23,L,OS,0.07,5/16/2019,136,3,,no
C03W,1178,PIST,18.8,18-23,L,OS,0.07,5/22/2019,142,4,,no
C03W,1178,PIST,18.8,18-23,L,OS,0.07,5/31/2019,151,5,,no
C03W,1178,PIST,18.8,18-23,L,OS,0.07,6/4/2019,155,6,,yes
C03W,1178,PIST,18.8,18-23,L,OS,0.09,6/10/2019,161,7,,
C03W,1178,PIST,18.8,18-23,L,OS,NA,6/17/2019,168,8,outlier,
C03W,1178,PIST,18.8,18-23,L,OS,0.13,6/25/2019,176,9,,
C03W,1178,PIST,18.8,18-23,L,OS,0.15,7/2/2019,183,10,,
C03W,1178,PIST,18.8,18-23,L,OS,0.16,7/9/2019,190,11,,
C03W,1178,PIST,18.8,18-23,L,OS,0.19,7/16/2019,197,12,,
C03W,1178,PIST,18.8,18-23,L,OS,0.2,7/23/2019,204,13,,
C03W,1178,PIST,18.8,18-23,L,OS,0.21,7/30/2019,211,14,,
C03W,1178,PIST,18.8,18-23,L,OS,0.23,8/7/2019,219,15,,
C03W,1178,PIST,18.8,18-23,L,OS,0.23,8/13/2019,225,16,,
C03W,1178,PIST,18.8,18-23,L,OS,0.26,11/11/2019,315,17,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.12,11/2/2018,306,1,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.06,4/9/2019,99,2,,no
C03W,1179,PIRE,38.4,38-43,L,OD,0.05,5/16/2019,136,3,,no
C03W,1179,PIRE,38.4,38-43,L,OD,0.06,5/22/2019,142,4,,no
C03W,1179,PIRE,38.4,38-43,L,OD,0.06,5/31/2019,151,5,,no
C03W,1179,PIRE,38.4,38-43,L,OD,0.06,6/4/2019,155,6,,yes
C03W,1179,PIRE,38.4,38-43,L,OD,0.07,6/10/2019,161,7,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.08,6/17/2019,168,8,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.11,6/25/2019,176,9,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.12,7/2/2019,183,10,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.12,7/9/2019,190,11,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.15,7/16/2019,197,12,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.15,7/23/2019,204,13,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.16,7/30/2019,211,14,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.16,8/7/2019,219,15,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.16,8/13/2019,225,16,,
C03W,1179,PIRE,38.4,38-43,L,OD,0.24,11/11/2019,315,17,,
C03W,1184,ACRU,13.1,13-18,L,OS,0,11/2/2018,306,1,,
C03W,1184,ACRU,13.1,13-18,L,OS,0,4/9/2019,99,2,,no
C03W,1184,ACRU,13.1,13-18,L,OS,0,5/16/2019,136,3,,no
C03W,1184,ACRU,13.1,13-18,L,OS,0,5/22/2019,142,4,,no
C03W,1184,ACRU,13.1,13-18,L,OS,0,5/31/2019,151,5,,no
C03W,1184,ACRU,13.1,13-18,L,OS,0,6/4/2019,155,6,,yes
C03W,1184,ACRU,13.1,13-18,L,OS,0,6/10/2019,161,7,,
C03W,1184,ACRU,13.1,13-18,L,OS,0,6/17/2019,168,8,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.01,6/25/2019,176,9,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.03,7/2/2019,183,10,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.03,7/9/2019,190,11,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.04,7/16/2019,197,12,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.04,7/23/2019,204,13,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.05,7/30/2019,211,14,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.05,8/7/2019,219,15,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.05,8/13/2019,225,16,,
C03W,1184,ACRU,13.1,13-18,L,OS,0.08,11/11/2019,315,17,,
C03W,1188,POGR,29.6,28-33,L,OD,0,11/2/2018,306,1,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.02,4/9/2019,99,2,,no
C03W,1188,POGR,29.6,28-33,L,OD,-0.02,5/16/2019,136,3,,no
C03W,1188,POGR,29.6,28-33,L,OD,-0.02,5/22/2019,142,4,,no
C03W,1188,POGR,29.6,28-33,L,OD,-0.02,5/31/2019,151,5,,no
C03W,1188,POGR,29.6,28-33,L,OD,-0.02,6/4/2019,155,6,,yes
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,6/10/2019,161,7,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.02,6/17/2019,168,8,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,6/25/2019,176,9,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,7/2/2019,183,10,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,7/9/2019,190,11,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,7/16/2019,197,12,dead,
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,7/23/2019,204,13,dead,
C03W,1188,POGR,29.6,28-33,L,OD,NA,7/30/2019,211,14,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,8/7/2019,219,15,,
C03W,1188,POGR,29.6,28-33,L,OD,-0.03,8/13/2019,225,16,,
C03W,1188,POGR,29.6,28-33,L,OD,0,11/11/2019,315,17,,
C03W,1195,ACRU,10,44421,L,OS,0.03,11/2/2018,306,1,,
C03W,1195,ACRU,10,44421,L,OS,0.03,4/9/2019,99,2,,no
C03W,1195,ACRU,10,44421,L,OS,0.03,5/16/2019,136,3,,no
C03W,1195,ACRU,10,44421,L,OS,0.03,5/22/2019,142,4,,no
C03W,1195,ACRU,10,44421,L,OS,0.03,5/31/2019,151,5,,no
C03W,1195,ACRU,10,44421,L,OS,0.03,6/4/2019,155,6,,yes
C03W,1195,ACRU,10,44421,L,OS,0.03,6/10/2019,161,7,,
C03W,1195,ACRU,10,44421,L,OS,0.03,6/17/2019,168,8,,
C03W,1195,ACRU,10,44421,L,OS,0.03,6/25/2019,176,9,,
C03W,1195,ACRU,10,44421,L,OS,0.03,7/2/2019,183,10,,
C03W,1195,ACRU,10,44421,L,OS,0.03,7/9/2019,190,11,,
C03W,1195,ACRU,10,44421,L,OS,0.02,7/16/2019,197,12,,
C03W,1195,ACRU,10,44421,L,OS,0.03,7/23/2019,204,13,,
C03W,1195,ACRU,10,44421,L,OS,0.03,7/30/2019,211,14,,
C03W,1195,ACRU,10,44421,L,OS,0.03,8/7/2019,219,15,,
C03W,1195,ACRU,10,44421,L,OS,0.03,8/13/2019,225,16,,
C03W,1195,ACRU,10,44421,L,OS,0.05,11/11/2019,315,17,,
C03W,1196,ACRU,10.9,44421,L,OS,0,11/2/2018,306,1,,
C03W,1196,ACRU,10.9,44421,L,OS,-0.01,4/9/2019,99,2,,no
C03W,1196,ACRU,10.9,44421,L,OS,-0.01,5/16/2019,136,3,,no
C03W,1196,ACRU,10.9,44421,L,OS,-0.01,5/22/2019,142,4,,no
C03W,1196,ACRU,10.9,44421,L,OS,-0.01,5/31/2019,151,5,,no
C03W,1196,ACRU,10.9,44421,L,OS,-0.01,6/4/2019,155,6,,yes
C03W,1196,ACRU,10.9,44421,L,OS,-0.01,6/10/2019,161,7,,
C03W,1196,ACRU,10.9,44421,L,OS,0,6/17/2019,168,8,,
C03W,1196,ACRU,10.9,44421,L,OS,0.01,6/25/2019,176,9,,
C03W,1196,ACRU,10.9,44421,L,OS,0.03,7/2/2019,183,10,,
C03W,1196,ACRU,10.9,44421,L,OS,0.03,7/9/2019,190,11,,
C03W,1196,ACRU,10.9,44421,L,OS,0.05,7/16/2019,197,12,,
C03W,1196,ACRU,10.9,44421,L,OS,0.06,7/23/2019,204,13,,
C03W,1196,ACRU,10.9,44421,L,OS,0.06,7/30/2019,211,14,,
C03W,1196,ACRU,10.9,44421,L,OS,0.06,8/7/2019,219,15,,
C03W,1196,ACRU,10.9,44421,L,OS,0.07,8/13/2019,225,16,,
C03W,1196,ACRU,10.9,44421,L,OS,0.08,11/11/2019,315,17,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.06,11/2/2018,306,1,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.07,4/9/2019,99,2,,no
C03W,1200,ACRU,14.6,13-18,L,OS,0.08,5/16/2019,136,3,,no
C03W,1200,ACRU,14.6,13-18,L,OS,0.08,5/22/2019,142,4,,no
C03W,1200,ACRU,14.6,13-18,L,OS,0.08,5/31/2019,151,5,,no
C03W,1200,ACRU,14.6,13-18,L,OS,0.07,6/4/2019,155,6,,yes
C03W,1200,ACRU,14.6,13-18,L,OS,0.1,6/10/2019,161,7,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.12,6/17/2019,168,8,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.17,6/25/2019,176,9,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.19,7/2/2019,183,10,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.2,7/9/2019,190,11,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.24,7/16/2019,197,12,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.25,7/23/2019,204,13,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.26,7/30/2019,211,14,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.26,8/7/2019,219,15,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.27,8/13/2019,225,16,,
C03W,1200,ACRU,14.6,13-18,L,OS,0.28,11/11/2019,315,17,,
C03W,1203,POGR,28.7,28-33,L,OD,0.02,11/2/2018,306,1,,
C03W,1203,POGR,28.7,28-33,L,OD,0.06,4/9/2019,99,2,,no
C03W,1203,POGR,28.7,28-33,L,OD,0.07,5/16/2019,136,3,,no
C03W,1203,POGR,28.7,28-33,L,OD,0.07,5/22/2019,142,4,,no
C03W,1203,POGR,28.7,28-33,L,OD,0.07,5/31/2019,151,5,,no
C03W,1203,POGR,28.7,28-33,L,OD,0.07,6/4/2019,155,6,,yes
C03W,1203,POGR,28.7,28-33,L,OD,0.09,6/10/2019,161,7,,
C03W,1203,POGR,28.7,28-33,L,OD,0.11,6/17/2019,168,8,,
C03W,1203,POGR,28.7,28-33,L,OD,0.19,6/25/2019,176,9,,
C03W,1203,POGR,28.7,28-33,L,OD,0.26,7/2/2019,183,10,,
C03W,1203,POGR,28.7,28-33,L,OD,0.34,7/9/2019,190,11,,
C03W,1203,POGR,28.7,28-33,L,OD,0.44,7/16/2019,197,12,,
C03W,1203,POGR,28.7,28-33,L,OD,0.52,7/23/2019,204,13,,
C03W,1203,POGR,28.7,28-33,L,OD,0.59,7/30/2019,211,14,,
C03W,1203,POGR,28.7,28-33,L,OD,0.64,8/7/2019,219,15,,
C03W,1203,POGR,28.7,28-33,L,OD,0.65,8/13/2019,225,16,,
C03W,1203,POGR,28.7,28-33,L,OD,0.68,11/11/2019,315,17,,
C03W,1208,QURU,26.1,23-28,L,OD,0.03,11/2/2018,306,1,,
C03W,1208,QURU,26.1,23-28,L,OD,0.03,4/9/2019,99,2,,no
C03W,1208,QURU,26.1,23-28,L,OD,0.03,5/16/2019,136,3,,no
C03W,1208,QURU,26.1,23-28,L,OD,0.04,5/22/2019,142,4,,no
C03W,1208,QURU,26.1,23-28,L,OD,0.04,5/31/2019,151,5,,no
C03W,1208,QURU,26.1,23-28,L,OD,0.04,6/4/2019,155,6,,yes
C03W,1208,QURU,26.1,23-28,L,OD,0.05,6/10/2019,161,7,,
C03W,1208,QURU,26.1,23-28,L,OD,0.05,6/17/2019,168,8,,
C03W,1208,QURU,26.1,23-28,L,OD,0.06,6/25/2019,176,9,,
C03W,1208,QURU,26.1,23-28,L,OD,0.05,7/2/2019,183,10,,
C03W,1208,QURU,26.1,23-28,L,OD,0.06,7/9/2019,190,11,,
C03W,1208,QURU,26.1,23-28,L,OD,0.06,7/16/2019,197,12,,
C03W,1208,QURU,26.1,23-28,L,OD,0.05,7/23/2019,204,13,,
C03W,1208,QURU,26.1,23-28,L,OD,0.06,7/30/2019,211,14,,
C03W,1208,QURU,26.1,23-28,L,OD,0.06,8/7/2019,219,15,,
C03W,1208,QURU,26.1,23-28,L,OD,0.05,8/13/2019,225,16,,
C03W,1208,QURU,26.1,23-28,L,OD,0.06,11/11/2019,315,17,,
C03W,1220,POGR,24.3,23-28,L,OD,0.04,11/2/2018,306,1,,
C03W,1220,POGR,24.3,23-28,L,OD,0.03,4/9/2019,99,2,,no
C03W,1220,POGR,24.3,23-28,L,OD,0.03,5/16/2019,136,3,,no
C03W,1220,POGR,24.3,23-28,L,OD,0.03,5/22/2019,142,4,,no
C03W,1220,POGR,24.3,23-28,L,OD,0.03,5/31/2019,151,5,,no
C03W,1220,POGR,24.3,23-28,L,OD,0.03,6/4/2019,155,6,,yes
C03W,1220,POGR,24.3,23-28,L,OD,0.04,6/10/2019,161,7,,
C03W,1220,POGR,24.3,23-28,L,OD,0.05,6/17/2019,168,8,,
C03W,1220,POGR,24.3,23-28,L,OD,0.1,6/25/2019,176,9,,
C03W,1220,POGR,24.3,23-28,L,OD,0.14,7/2/2019,183,10,,
C03W,1220,POGR,24.3,23-28,L,OD,0.19,7/9/2019,190,11,,
C03W,1220,POGR,24.3,23-28,L,OD,0.24,7/16/2019,197,12,,
C03W,1220,POGR,24.3,23-28,L,OD,0.3,7/23/2019,204,13,,
C03W,1220,POGR,24.3,23-28,L,OD,0.35,7/30/2019,211,14,,
C03W,1220,POGR,24.3,23-28,L,OD,0.52,8/7/2019,219,15,,
C03W,1220,POGR,24.3,23-28,L,OD,0.52,8/13/2019,225,16,,
C03W,1220,POGR,24.3,23-28,L,OD,0.57,11/11/2019,315,17,,
C03W,1221,PIST,25.2,23-28,L,OS,0.13,11/2/2018,306,1,,
C03W,1221,PIST,25.2,23-28,L,OS,0.08,4/9/2019,99,2,,no
C03W,1221,PIST,25.2,23-28,L,OS,0.09,5/16/2019,136,3,,no
C03W,1221,PIST,25.2,23-28,L,OS,0.1,5/22/2019,142,4,,no
C03W,1221,PIST,25.2,23-28,L,OS,0.11,5/31/2019,151,5,,no
C03W,1221,PIST,25.2,23-28,L,OS,0.11,6/4/2019,155,6,,yes
C03W,1221,PIST,25.2,23-28,L,OS,0.14,6/10/2019,161,7,,
C03W,1221,PIST,25.2,23-28,L,OS,0.16,6/17/2019,168,8,,
C03W,1221,PIST,25.2,23-28,L,OS,0.21,6/25/2019,176,9,,
C03W,1221,PIST,25.2,23-28,L,OS,0.24,7/2/2019,183,10,,
C03W,1221,PIST,25.2,23-28,L,OS,0.24,7/9/2019,190,11,,
C03W,1221,PIST,25.2,23-28,L,OS,0.28,7/16/2019,197,12,,
C03W,1221,PIST,25.2,23-28,L,OS,0.29,7/23/2019,204,13,,
C03W,1221,PIST,25.2,23-28,L,OS,0.31,7/30/2019,211,14,,
C03W,1221,PIST,25.2,23-28,L,OS,0.35,8/7/2019,219,15,,
C03W,1221,PIST,25.2,23-28,L,OS,0.32,8/13/2019,225,16,,
C03W,1221,PIST,25.2,23-28,L,OS,0.38,11/11/2019,315,17,,
C03W,1222,ACRU,15.4,13-18,L,OS,0,11/2/2018,306,1,,
C03W,1222,ACRU,15.4,13-18,L,OS,0,4/9/2019,99,2,,no
C03W,1222,ACRU,15.4,13-18,L,OS,0,5/16/2019,136,3,,no
C03W,1222,ACRU,15.4,13-18,L,OS,0.01,5/22/2019,142,4,,no
C03W,1222,ACRU,15.4,13-18,L,OS,0.01,5/31/2019,151,5,,no
C03W,1222,ACRU,15.4,13-18,L,OS,0,6/4/2019,155,6,,yes
C03W,1222,ACRU,15.4,13-18,L,OS,0.01,6/10/2019,161,7,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.01,6/17/2019,168,8,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.04,6/25/2019,176,9,WAS KILL,
C03W,1222,ACRU,15.4,13-18,L,OS,0.06,7/2/2019,183,10,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.07,7/9/2019,190,11,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.11,7/16/2019,197,12,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.13,7/23/2019,204,13,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.14,7/30/2019,211,14,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.14,8/7/2019,219,15,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.14,8/13/2019,225,16,,
C03W,1222,ACRU,15.4,13-18,L,OS,0.19,11/11/2019,315,17,,
C03W,1224,FAGR,11.2,44421,L,UN,0.02,11/2/2018,306,1,,
C03W,1224,FAGR,11.2,44421,L,UN,0.02,4/9/2019,99,2,,no
C03W,1224,FAGR,11.2,44421,L,UN,0.02,5/16/2019,136,3,,no
C03W,1224,FAGR,11.2,44421,L,UN,0.02,5/22/2019,142,4,,no
C03W,1224,FAGR,11.2,44421,L,UN,0.02,5/31/2019,151,5,,no
C03W,1224,FAGR,11.2,44421,L,UN,0.02,6/4/2019,155,6,,yes
C03W,1224,FAGR,11.2,44421,L,UN,0.02,6/10/2019,161,7,,
C03W,1224,FAGR,11.2,44421,L,UN,0.03,6/17/2019,168,8,,
C03W,1224,FAGR,11.2,44421,L,UN,0.05,6/25/2019,176,9,,
C03W,1224,FAGR,11.2,44421,L,UN,0.07,7/2/2019,183,10,,
C03W,1224,FAGR,11.2,44421,L,UN,0.1,7/9/2019,190,11,,
C03W,1224,FAGR,11.2,44421,L,UN,0.13,7/16/2019,197,12,,
C03W,1224,FAGR,11.2,44421,L,UN,0.16,7/23/2019,204,13,,
C03W,1224,FAGR,11.2,44421,L,UN,0.19,7/30/2019,211,14,,
C03W,1224,FAGR,11.2,44421,L,UN,0.22,8/7/2019,219,15,,
C03W,1224,FAGR,11.2,44421,L,UN,0.23,8/13/2019,225,16,,
C03W,1224,FAGR,11.2,44421,L,UN,0.26,11/11/2019,315,17,,
C03W,1233,POGR,22.8,18-23,L,OD,0,11/2/2018,306,1,,
C03W,1233,POGR,22.8,18-23,L,OD,0.01,4/9/2019,99,2,,no
C03W,1233,POGR,22.8,18-23,L,OD,0.01,5/16/2019,136,3,,no
C03W,1233,POGR,22.8,18-23,L,OD,0.02,5/22/2019,142,4,,no
C03W,1233,POGR,22.8,18-23,L,OD,0.02,5/31/2019,151,5,,no
C03W,1233,POGR,22.8,18-23,L,OD,0.02,6/4/2019,155,6,,yes
C03W,1233,POGR,22.8,18-23,L,OD,0.03,6/10/2019,161,7,,
C03W,1233,POGR,22.8,18-23,L,OD,0.04,6/17/2019,168,8,,
C03W,1233,POGR,22.8,18-23,L,OD,0.1,6/25/2019,176,9,,
C03W,1233,POGR,22.8,18-23,L,OD,0.14,7/2/2019,183,10,,
C03W,1233,POGR,22.8,18-23,L,OD,0.18,7/9/2019,190,11,,
C03W,1233,POGR,22.8,18-23,L,OD,0.23,7/16/2019,197,12,,
C03W,1233,POGR,22.8,18-23,L,OD,0.23,7/23/2019,204,13,felled,
C03W,1233,POGR,22.8,18-23,L,OD,0.2,7/30/2019,211,14,,
C03W,1233,POGR,22.8,18-23,L,OD,0.19,8/7/2019,219,15,,
C03W,1233,POGR,22.8,18-23,L,OD,0.19,8/13/2019,225,16,felled,
C03W,1233,POGR,22.8,18-23,L,OD,NA,11/11/2019,315,17,,
C03W,1237,ACRU,10.3,44421,L,OS,0.02,11/2/2018,306,1,,
C03W,1237,ACRU,10.3,44421,L,OS,0.02,4/9/2019,99,2,,no
C03W,1237,ACRU,10.3,44421,L,OS,0.02,5/16/2019,136,3,,no
C03W,1237,ACRU,10.3,44421,L,OS,0.02,5/22/2019,142,4,,no
C03W,1237,ACRU,10.3,44421,L,OS,0.02,5/31/2019,151,5,,no
C03W,1237,ACRU,10.3,44421,L,OS,0.02,6/4/2019,155,6,,yes
C03W,1237,ACRU,10.3,44421,L,OS,0.02,6/10/2019,161,7,,
C03W,1237,ACRU,10.3,44421,L,OS,0.02,6/17/2019,168,8,,
C03W,1237,ACRU,10.3,44421,L,OS,0.04,6/25/2019,176,9,,
C03W,1237,ACRU,10.3,44421,L,OS,0.04,7/2/2019,183,10,,
C03W,1237,ACRU,10.3,44421,L,OS,0.06,7/9/2019,190,11,,
C03W,1237,ACRU,10.3,44421,L,OS,0.08,7/16/2019,197,12,,
C03W,1237,ACRU,10.3,44421,L,OS,0.09,7/23/2019,204,13,,
C03W,1237,ACRU,10.3,44421,L,OS,0.09,7/30/2019,211,14,,
C03W,1237,ACRU,10.3,44421,L,OS,0.09,8/7/2019,219,15,,
C03W,1237,ACRU,10.3,44421,L,OS,0.1,8/13/2019,225,16,,
C03W,1237,ACRU,10.3,44421,L,OS,0.11,11/11/2019,315,17,,
C03W,1261,PIST,29.2,28-33,L,OD,0.13,11/2/2018,306,1,,
C03W,1261,PIST,29.2,28-33,L,OD,0.13,4/9/2019,99,2,,no
C03W,1261,PIST,29.2,28-33,L,OD,0.13,5/16/2019,136,3,,no
C03W,1261,PIST,29.2,28-33,L,OD,0.13,5/22/2019,142,4,,no
C03W,1261,PIST,29.2,28-33,L,OD,0.13,5/31/2019,151,5,,no
C03W,1261,PIST,29.2,28-33,L,OD,0.13,6/4/2019,155,6,,yes
C03W,1261,PIST,29.2,28-33,L,OD,0.18,6/10/2019,161,7,,
C03W,1261,PIST,29.2,28-33,L,OD,0.21,6/17/2019,168,8,,
C03W,1261,PIST,29.2,28-33,L,OD,0.26,6/25/2019,176,9,,
C03W,1261,PIST,29.2,28-33,L,OD,0.29,7/2/2019,183,10,,
C03W,1261,PIST,29.2,28-33,L,OD,0.29,7/9/2019,190,11,,
C03W,1261,PIST,29.2,28-33,L,OD,0.34,7/16/2019,197,12,,
C03W,1261,PIST,29.2,28-33,L,OD,0.35,7/23/2019,204,13,,
C03W,1261,PIST,29.2,28-33,L,OD,0.37,7/30/2019,211,14,,
C03W,1261,PIST,29.2,28-33,L,OD,0.37,8/7/2019,219,15,,
C03W,1261,PIST,29.2,28-33,L,OD,0.37,8/13/2019,225,16,,
C03W,1261,PIST,29.2,28-33,L,OD,0.42,11/11/2019,315,17,,
C04E,1467,FAGR,14.1,13-18,L,UN,0,11/2/2018,306,1,,
C04E,1467,FAGR,14.1,13-18,L,UN,-0.02,4/9/2019,99,2,,no
C04E,1467,FAGR,14.1,13-18,L,UN,-0.02,5/16/2019,136,3,,no
C04E,1467,FAGR,14.1,13-18,L,UN,-0.02,5/22/2019,142,4,,no
